brazo,imagen,EN,SD,FE,MG,MI_vis,MI_ir,SF,SSIM,PSNR,Qabf,Nabf,SCD,VIF,FMI,Q0,QW,QE
base,APC_1_view_1_fk_06_005,6.375259601537661,0.08648954331874847,1.1845857119511718,0.013925024308264256,1.2572311504050617,1.0156268806874924,7.8370402655584614,0.79712306443977,20.419820389902345,0.3055053667492376,1.2053933007759e-06,1.4071290909960776,0.29224909344857763,0.12624309058176536,0.6814490333515573,0.7436193463273313,0.13272671143394565
desenfoque_5,APC_1_view_1_fk_06_005,6.326908696091196,0.0838472917675972,1.1756016398769977,0.008599413558840752,1.164313111700971,0.9619814045811117,3.477437473790841,0.7511383073102181,20.32756379474025,0.14216843011635152,0.0039049813673433698,1.3335248083188915,0.23586826436666508,0.10776273687031004,0.4748171818645309,0.5097545237196743,0.06285221234310168
desenfoque_11,APC_1_view_1_fk_06_005,6.293013598314878,0.08195405453443527,1.1693035985358529,0.005808930844068527,1.198017012691507,0.8838775174244318,2.09258386711682,0.7119190589239106,20.224007419694054,0.06405478901506702,0.004587842750241548,1.2697046263383795,0.18625536033046652,0.06648026803746161,0.32986472158459273,0.3150415473761951,0.02345700084900292
ruido_0.02,APC_1_view_1_fk_06_005,6.479094521216931,0.08876609057188034,1.203879257616982,0.023316090926527977,0.8482160867843231,0.7699667142971387,12.855594542723175,0.6513289131564719,20.233067972582262,0.22095588529328689,0.1653725178094442,1.3706537901766813,0.17361780380571012,0.028826088836485034,0.47728554567632253,0.6866855430892442,0.09933518669813296
ruido_0.05,APC_1_view_1_fk_06_005,6.708592611646801,0.09991437941789627,1.2465222519160268,0.047406721860170364,0.44960525652523986,0.4634145975817278,26.65291635920348,0.35167600585699976,19.365199806287084,0.14973530876223742,0.463825279421478,1.217449694356434,0.09689497355295833,0.010456796698732528,0.2357411473404626,0.5756383710459936,0.059770742748417253
ruido_0.10,APC_1_view_1_fk_06_005,7.123935771999032,0.13205210864543915,1.3236970815011984,0.09056062251329422,0.1999977601223135,0.21991788809004092,51.49088625395029,0.142708683083356,17.202751836873652,0.095345237287694,0.7000291574486821,0.9185720398766024,0.05787758783516553,0.0044035159330888165,0.09855756105307471,0.46154686489064917,0.028494997780520268
ruido_0.20,APC_1_view_1_fk_06_005,7.69830265149127,0.2129220962524414,1.4304200765460404,0.17544598877429962,0.06907838695277282,0.07739722280551306,99.85408398226608,0.04670369477102429,13.259161035970365,0.04907272476147132,0.8404126381776423,0.5571654659710141,0.03146102339752799,0.0017400757148729041,0.035875240744287655,0.3432736949366826,0.007834276202200362
PiramideLaplace,APC_1_view_1_fk_06_005,6.59625679763124,0.10543382912874222,1.2256491567731809,0.02403920702636242,1.3706207608619814,1.1041340712908352,13.841902556964802,0.7215751750441342,17.566908205642672,0.40122109730085326,0.12069609881067431,1.296224212324066,0.3800049827650066,0.1629816273612199,0.7479613162385562,0.8673111873683088,0.1385379953513114
RatioPiramide,APC_1_view_1_fk_06_005,6.707874416105128,0.10810203105211258,1.2463888041460178,0.024278702214360237,0.6706400988024054,1.008932943714813,14.842465483091617,0.7454557384181564,19.846327350195583,0.4231360392419222,0.20224156857474415,1.5517147499919148,0.30253402890408754,0.12567398542029837,0.6897288490741436,0.8785049666708619,0.13669080066114767
DWT,APC_1_view_1_fk_06_005,6.551142491772613,0.09806369990110397,1.2172664766213273,0.026172073557972908,0.8478752200208768,0.8334532497987479,15.284846954626207,0.7192616804413021,20.067185153290367,0.4335914419769354,0.24342978478164934,1.4546265988811318,0.27339965837070296,0.11608696607313852,0.7050807410030024,0.8561867528493111,0.1330597935011792
DTCWT,APC_1_view_1_fk_06_005,6.550782268432387,0.09895403683185577,1.2171995435944996,0.024307996034622192,0.7847077642249607,0.9019420016254663,14.463700378875119,0.7418350373826267,20.072291591577425,0.490535811788487,0.167851018936106,1.4712837036372095,0.3337069055662276,0.1419643728524021,0.7412896513993406,0.8859607128539063,0.1409956311863913
Curvelet,APC_1_view_1_fk_06_005,6.521920626946467,0.09655408561229706,1.2118367677603308,0.025027068331837654,0.8738526186308203,0.8372434465485245,14.823894317743594,0.7322652779006407,20.116986479218603,0.4184246111474751,0.2128095816603188,1.448734964854586,0.27043220193881323,0.11064966658575089,0.7085689738747862,0.8638036888966752,0.1381834111830906
TopHat_Clasico,APC_1_view_1_fk_06_005,6.821137751556261,0.1199457049369812,1.2674342418613673,0.043924156576395035,0.5419105503265993,0.6452307846921217,22.94585123793091,0.5854731213854552,19.008003522342896,0.30293833105616824,0.5739053228305495,1.4182297654979537,0.3129911142519565,0.11076087208821432,0.6068212579541924,0.7739256685860663,0.12434360958364479
Propuesta_Novedosa,APC_1_view_1_fk_06_005,6.8648702234912005,0.1258130818605423,1.275560163728132,0.03392757102847099,0.5967434737682807,0.903541410659135,19.00929378140383,0.6734005028107437,18.970181843801775,0.44230082628879536,0.393708007618682,1.516718110860099,0.38484535588579233,0.13884481393531128,0.7012503075693729,0.8217604557732526,0.13158069512919285
base,APC_1_view_2_fk_ref_01_005,6.592608384970783,0.10486619919538498,1.0817401721536024,0.013861769810318947,1.6425320000898351,0.8885472504335704,7.393732498757149,0.8442378623063098,21.598466311986478,0.3682898574719681,3.350596595878886e-07,1.059078501967127,0.35702133942802594,0.16381794881425216,0.7283784554584881,0.7630303325404851,0.142758639952289
desenfoque_5,APC_1_view_2_fk_ref_01_005,6.541229914819131,0.10288140922784805,1.073309798028311,0.00888377521187067,1.536234628469861,0.8635992446833036,3.43344946532865,0.8069594699551479,21.493214013132924,0.19539831652515427,0.006420621657789578,0.9633510742667311,0.300413809409834,0.10253044539538703,0.5416271028567833,0.5350139130506107,0.12456534776708107
desenfoque_11,APC_1_view_2_fk_ref_01_005,6.512509687523136,0.10128194093704224,1.0685972742736336,0.006400220096111298,1.5222894745729003,0.8313102579115563,2.219562038255892,0.7696126077245047,21.37372947300016,0.10776223997352541,0.006906241884522985,0.8778644608464649,0.25305570958221146,0.06711579369867603,0.40784218093959035,0.3550009735605321,0.06115104363452413
ruido_0.02,APC_1_view_2_fk_ref_01_005,6.687368169244909,0.10678417235612869,1.0972887167308314,0.02332034893333912,1.2977902444480425,0.7340346358134096,12.60251634086172,0.6884661217909522,21.35445838936217,0.24641458816481676,0.18934491280348925,1.024577095158897,0.21951654627995165,0.03806948245550373,0.5024382979428137,0.695575390670703,0.11086337142470283
